ts_ns,x,y,z,qw,qx,qy,qz,tag_used,held
1768658591021662000,-0.26074445913217864,-0.04662133031141247,-0.0839629300560189,0.7790705078594036,-0.034334656595438925,0.621461927008347,0.07520205063185602,1,0
1768658591104345000,-0.26079078346464896,-0.046133709933300446,-0.08411967251951927,0.7793445651777924,-0.033695755223222636,0.6212466717799314,0.07442592028408282,1,0
1768658591182799000,-0.260768439112191,-0.04673299110124347,-0.08390924693330266,0.779000408174577,-0.03457593287761427,0.6215382525326495,0.07518689758292739,1,0
1768658591261994000,-0.2605967502309461,-0.04733161251136422,-0.08385598313608685,0.778850650137432,-0.03533206824575227,0.6215549475839962,0.07624143799688511,1,0
1768658591341359000,-0.2607108886779696,-0.0469182858523589,-0.08395212980420493,0.7790318138448349,-0.03486750336936159,0.6214519419923125,0.075439870230519,1,0
1768658591422635000,-0.2606553705396912,-0.046595819890379524,-0.08408209905931738,0.779283611959183,-0.034520656291718,0.6212248870456142,0.07486665570333992,1,0
1768658591503044000,-0.26049498589193726,-0.04626067823059407,-0.08469714222927861,0.7800628244618011,-0.033797955872137804,0.6202838449784241,0.07488417543329592,1,0
1768658591582635000,-0.2606092562557306,-0.04621917284912949,-0.08439959298325152,0.779682187677711,-0.033707785018660195,0.6207752010392635,0.07481725216750873,1,0
1768658591662511000,-0.26053989267268235,-0.047046583923303534,-0.08420649241756674,0.7793377479973973,-0.03496991089392162,0.6210133399034719,0.07584333550386188,1,0
1768658591742503000,-0.2606688371118247,-0.04747507177742293,-0.08376610377464477,0.778733572433633,-0.03574636499259751,0.621697757270435,0.07607968953327242,1,0
1768658591822386000,-0.2606822001435417,-0.04742258863406225,-0.08369535141804456,0.7786694813322395,-0.03577250896927101,0.6218023518195527,0.07586831825932236,1,0
1768658591902758000,-0.26080016668366496,-0.04694152260269731,-0.0836347489171706,0.7786330600943296,-0.034933482442077474,0.6219516660377383,0.07540778902401682,1,0
1768658591982458000,-0.26059563017893195,-0.04717063083566976,-0.08405636338564444,0.7791445927626474,-0.035285225083588286,0.6212471519108292,0.07576696313177614,1,0
1768658592062500000,-0.2607576879360115,-0.04712035670226699,-0.08354385992015549,0.7785004662602493,-0.035136151819327714,0.6220653826948399,0.07574387447593493,1,0
1768658592142865000,-0.26080491721891064,-0.04657649803865024,-0.0837294455815658,0.778804401863605,-0.03435880421964148,0.6218170475035792,0.07501157007022456,1,0
1768658592222286000,-0.26073838682867617,-0.04662218911381318,-0.08391578125072945,0.7790223505892051,-0.0343349691153829,0.6215189221115298,0.07522975897633566,1,0
1768658592302626000,-0.2608154250329968,-0.04606034508781067,-0.08396341559469386,0.7791540659471817,-0.03349657123298662,0.6214886351315578,0.07449025195233154,1,0
1768658592382816000,-0.2606568235978364,-0.046913378869025,-0.08394870100090525,0.7790636562360107,-0.03489779459762919,0.6214152456472397,0.07539930995428024,1,0
1768658592463123000,-0.2604326206033087,-0.04710712910865676,-0.0844044659368346,0.7796352141028445,-0.03525223389647414,0.6206458502133938,0.0756633434961321,1,0
