ts_ns,x,y,z,qw,qx,qy,qz,tag_used,held
1768665954549535000,0.03794325773153551,-0.056190511483157776,-0.30188591503859524,0.9952979282155648,-0.08847111830184103,-0.029782572698047464,0.025843639057060438,4,0
1768665954629491000,0.037884108451192285,-0.056300738278638476,-0.30191179168594057,0.9952811959791312,-0.08866512933971556,-0.029660909738447094,0.025962784962510258,4,0
1768665954710430000,0.037521066202989006,-0.05769403846770284,-0.3016043249781933,0.9951028670093005,-0.09104663857690033,-0.02906129680900452,0.02522369325647685,4,0
1768665954789554000,0.03757213897856281,-0.05669075107562167,-0.30183524573427417,0.9952606591256355,-0.08926070392152419,-0.02918711708076362,0.025236071975513766,4,0
1768665954869440000,0.03720418278352887,-0.05708752787105814,-0.3017731063285483,0.9952045031945278,-0.08999073160652528,-0.028491089366312342,0.025650007270492572,4,0
1768665954950064000,0.03871144654873362,-0.055786848950510615,-0.301845317333725,0.9953128949023676,-0.08781179319381265,-0.031155847991787965,0.025896782677934004,4,0
1768665955030386000,0.039214756641319154,-0.05711402070601322,-0.3014636877494219,0.9950837490118066,-0.0901679213240704,-0.032030413108471247,0.02553685675264158,4,0
1768665955110512000,0.03843966643871044,-0.056395831663391315,-0.30178007919616556,0.9952426558860534,-0.08884032952101044,-0.030666080072244275,0.02567183843194344,4,0
1768665955190053000,0.03827479633880729,-0.0575767028296491,-0.30159695417743726,0.9950632758235461,-0.09091557200668625,-0.03030950334383683,0.02578313171552723,4,0
1768665955269825000,0.03765358686315614,-0.05640749586165935,-0.3019390134390462,0.9952875636868065,-0.0888055891245867,-0.029273696816564998,0.02567651816948947,4,0
1768665955349410000,0.038104636104995544,-0.05701532640831863,-0.30169154265827786,0.9951695209963555,-0.08990521166144999,-0.030080128737588994,0.025492415560796986,4,0
1768665955429793000,0.03880253486993573,-0.05722087278931539,-0.30149676225380895,0.9950938393922447,-0.09032121800069301,-0.031304483697983096,0.025502111341527328,4,0
1768665955510125000,0.03867785746154223,-0.05641919189191035,-0.30172935282011615,0.9952246998284406,-0.08889840050695155,-0.031088172156823194,0.025659243766012838,4,0
1768665955590135000,0.037997530001080665,-0.05633786022159912,-0.3018725587440693,0.9952706315762709,-0.08872929938391722,-0.02985704639686383,0.025923698290666215,4,0
1768665955669367000,0.037139919204574115,-0.05858472817057636,-0.30146288369859914,0.9949674433169231,-0.09264464475284316,-0.028321970660378174,0.02558559195949531,4,0
1768665955749540000,0.037657961847594956,-0.05667074023398894,-0.3018292108395311,0.9952420392425877,-0.08929293576995197,-0.029279389860613663,0.025744363950758686,4,0
1768665955829712000,0.03691866284034618,-0.0557031710669746,-0.30220252260448194,0.9954386497787715,-0.08750409512123263,-0.028015816562373844,0.025691280349060798,4,0
1768665955910879000,0.03840404620019177,-0.05614312995628515,-0.3019208271350957,0.9952766318861191,-0.08840157830640741,-0.030571318805790802,0.02598040493975237,4,0
1768665955990133000,0.03799309989877519,-0.057104545620707,-0.3017308821491161,0.9951654796836941,-0.09003599662499327,-0.029879526270425238,0.025424422658583194,4,0
1768665956069556000,0.03844314625838758,-0.056707692558160994,-0.3017276000589786,0.9951882288569215,-0.0894086462791687,-0.030644374941147537,0.025834190515995108,4,0
1768665956149651000,0.0373593184371096,-0.05634738391621894,-0.30196816037178836,0.9953176933314976,-0.0886642248739109,-0.028793122676175727,0.0255401772768018,4,0
1768665956229819000,0.03799971840616222,-0.057930583318689326,-0.301528004387746,0.9950243374141847,-0.09152834782708552,-0.029851688274846414,0.025651631617663092,4,0
1768665956310737000,0.03820331308423908,-0.0567506754253399,-0.3017903104769635,0.9951946530543267,-0.08946250677683242,-0.0302091435074569,0.025912739373316045,4,0
1768665956390309000,0.037327224556953996,-0.056190937162857946,-0.3020544237768594,0.9953346657312473,-0.08841096777625802,-0.028688013278758688,0.02587280163897098,4,0
1768665956469697000,0.037542125196258956,-0.056701979219685304,-0.30184862698895887,0.9952454384333661,-0.08933234922162958,-0.02908811356965638,0.02569300116919974,4,0
1768665956549931000,0.037447390527014,-0.05693180357532189,-0.3018009931595665,0.9952274028784565,-0.08969290263148136,-0.02895322091535042,0.0252845956259775,4,0
1768665956629861000,0.038354086579720725,-0.05621076124607502,-0.30184713017766485,0.9952745189480913,-0.08851241915992536,-0.030519354397307373,0.025743981709806442,4,0
1768665956710621000,0.037451676338511423,-0.05594010407359004,-0.3020855998877567,0.995372667303283,-0.08795172639881793,-0.028936458058121308,0.02569880160758599,4,0
1768665956790363000,0.0397054360621413,-0.05729037879299424,-0.30137163644587517,0.9950210637102849,-0.0905164086155336,-0.03287359729874623,0.0256746790600952,4,0
1768665956869644000,0.03848440369960358,-0.05732139350623111,-0.30151668437647305,0.9950922605607572,-0.09049806044600639,-0.030723308910778648,0.025643172915343664,4,0
1768665956949847000,0.03693689073562842,-0.0578057845027442,-0.3016330932396717,0.9951124572149395,-0.09123563560391211,-0.028022728012486998,0.02533738357316485,4,0
1768665957029471000,0.037329528375390386,-0.05713211832346517,-0.30180322829830775,0.9952018573680619,-0.09003719769620892,-0.02872701190560751,0.025324393559349487,4,0
1768665957110634000,0.037551167526142876,-0.0574904801035045,-0.3016719228650005,0.9951239923624704,-0.09071282639088486,-0.029082843249733346,0.02556582056705039,4,0
1768665957190177000,0.03830069158682485,-0.056736058249577954,-0.3017415138370703,0.995195097129973,-0.08944431796238982,-0.03040462238468561,0.025729196846213467,4,0
1768665957269733000,0.037904294032528874,-0.05708673110784345,-0.3017732393880817,0.9951686561687578,-0.09001071629889533,-0.029707381000265074,0.025590784371205502,4,0
1768665957349618000,0.038123489547872584,-0.057059901368997745,-0.3017309888967199,0.9951622384358495,-0.08997375879328412,-0.03010042222557452,0.02551090946633905,4,0
1768665957429576000,0.03743822364518722,-0.057074776229637005,-0.30179783116835707,0.9951906650699003,-0.0899913370777647,-0.028870232468023845,0.02576061113265721,4,0
1768665957510375000,0.03686915204890684,-0.058031322861392086,-0.30168198173735433,0.9950773606728328,-0.09162107886776553,-0.02786548397277669,0.025497823170982026,4,0
