ts_ns,x,y,z,qw,qx,qy,qz,tag_used,held
1768658019685854000,-0.2633253908188453,-0.04645149147053331,-0.07442332479865559,0.7677989952985121,-0.03212455541157149,0.6352880650900042,0.07656232828488616,1,0
1768658019765638000,-0.2631124189167785,-0.04635911660069828,-0.0752610376781736,0.7688508005765212,-0.03187377089997583,0.6340050378978672,0.07674712438640595,1,0
1768658019846181000,-0.2631249808074751,-0.046109134495036355,-0.07530166921000753,0.7689114944969084,-0.03132417569099939,0.6339662655344571,0.07668561672246209,1,0
1768658019926244000,-0.26310268019378663,-0.04583433325440428,-0.07551144746276152,0.7692648300612991,-0.03112673542858112,0.6336245523364282,0.07604389685425794,1,0
1768658020006407000,-0.26354721392663777,-0.045989731263920614,-0.07413103808251237,0.767443387228211,-0.0312743968410814,0.6358155666524606,0.0760994395795851,1,0
1768658020086474000,-0.26323282686980704,-0.046677744406760285,-0.07458474409774818,0.7679607437955839,-0.03235270104246109,0.6350240423133041,0.07703287874837546,1,0
1768658020165512000,-0.2632401768020169,-0.046088729740099726,-0.07484913531053947,0.7683997278978381,-0.031483956395723156,0.6346301075482487,0.07625775534002484,1,0
1768658020246079000,-0.2636295684023026,-0.04506458114372651,-0.07445250983784339,0.7680111705283582,-0.029932667285199756,0.6353518980551175,0.07477193999499021,1,0
1768658020325968000,-0.2633497813033675,-0.045817985927225295,-0.07484260096938299,0.7683868056627418,-0.03082676975941327,0.6346853399731341,0.07619676090750387,1,0
1768658020406495000,-0.26301588070638754,-0.046628307282868986,-0.0751661809291803,0.7687477251514184,-0.032265646177681115,0.634069889450344,0.0770794294457645,1,0
1768658020486298000,-0.26315355854003936,-0.046764383001612966,-0.07477834648946409,0.7682368240366778,-0.032643927441479766,0.634686264495554,0.07694089846053055,1,0
1768658020566329000,-0.26335089985956867,-0.0462393751335153,-0.07473693779262218,0.768192724462264,-0.03171809303536489,0.634852842177849,0.076392207954419,1,0
1768658020646790000,-0.263403427206194,-0.045663210316030975,-0.07473520841340577,0.7682726974671241,-0.030799076965216884,0.6348772779237706,0.07575830753641982,1,0
