ts_ns,x,y,z,qw,qx,qy,qz,tag_used,held
1768656929484547000,-0.27410569537056917,-0.04269850603601488,0.019634002980532805,0.6610574425233157,-0.014180573232336319,0.7464417830833905,0.07501088917366694,1,0
1768656929562445000,-0.2742743699872413,-0.04190157957719943,0.019420666538738727,0.661472394268101,-0.012876486130089812,0.7461879870963495,0.07410772995623321,1,0
1768656929641768000,-0.2741925718650033,-0.04209249578922458,0.020440395076500893,0.6599938203465918,-0.013408470325475895,0.747496876989155,0.07400533034384447,1,0
1768656929722068000,-0.27457085276618526,-0.040573869398629774,0.019112135427997404,0.6621476016514453,-0.011137137681280522,0.7458044395105969,0.07219595416497766,1,0
1768656929801432000,-0.27435320334207475,-0.04173121995143087,0.019008197626597806,0.6621144864089159,-0.012727759857834826,0.745646584532075,0.07384837162801985,1,0
1768656929881778000,-0.2741736315019346,-0.04225343169104185,0.019660753935864403,0.661097309324031,-0.01362111395549001,0.7464836784262902,0.07434332991125087,1,0
1768656929961419000,-0.2743157269642873,-0.04205654635565221,0.0188042110625546,0.6623610961877918,-0.013205660103881698,0.745375904410678,0.07428425083482623,1,0
1768656930041393000,-0.2742914370135306,-0.041662318379530924,0.019692601903897575,0.6611335793214163,-0.012690153667275434,0.7465405189842316,0.07361116632894668,1,0
1768656930121890000,-0.27440294051374275,-0.0415141240383295,0.018533547156519125,0.6628145456880872,-0.012343874684482855,0.7450473928227953,0.0736809963967908,1,0
1768656930201654000,-0.27402101354617536,-0.042948772284843395,0.020246395561465933,0.6601121621691302,-0.014504169115934013,0.7472407228903512,0.07531842064832345,1,0
1768656930281792000,-0.27420812927790084,-0.04228452840239208,0.01986732863087956,0.660798380969232,-0.01366715132868627,0.7467476233432995,0.0743417494691525,1,0
1768656930361541000,-0.27448883509936034,-0.041023376146063134,0.01889266612807329,0.6623862118854627,-0.011691293627367228,0.7455156164054628,0.07289914713443843,1,0
1768656930444616000,-0.2742070703107863,-0.042176989020551656,0.02025482613629911,0.6602056496549756,-0.013161559630918414,0.7472672947051449,0.0744772701955962,1,0
1768656930522966000,-0.2744463840811128,-0.04075743850160773,0.020114244116875114,0.6606668534528883,-0.011429280009903052,0.7471030714654308,0.07228887130142793,1,0
1768656930600651000,-0.27445091869006183,-0.04147126869437887,0.019010707848660054,0.6621297734439314,-0.012212409200237298,0.7456664209993507,0.07359761391942753,1,0
1768656930680966000,-0.2743179779463136,-0.04257053417059345,0.01830923323258862,0.6629971683520702,-0.013922564711890474,0.7447221876766986,0.07503186077268742,1,0
1768656930761374000,-0.2741062348661287,-0.04277336037288357,0.019862319845672338,0.6606961830267262,-0.014216586646835967,0.7467478483910771,0.07514049055818502,1,0
1768656930841838000,-0.2742742560637812,-0.04214396264117657,0.01897612274127695,0.6621189721812625,-0.013517528493302379,0.7455938264527742,0.07419965671464966,1,0
1768656930921792000,-0.27425594414318705,-0.04194735531851639,0.019353325655908173,0.6615746852454268,-0.013097133867157489,0.7461010354989899,0.074031383576259,1,0
1768656931001568000,-0.2742543648443208,-0.04213834112328937,0.01915259540542275,0.6618146587607302,-0.013140281537018163,0.7458370351235574,0.07453728924939387,1,0
1768656931081546000,-0.2742741304168686,-0.0420397762434656,0.019880443244928277,0.6608176122306755,-0.013345206593651692,0.7467729710208416,0.0739737695364158,1,0
1768656931161912000,-0.27435212750600746,-0.041759377999372745,0.019496648436282616,0.6614142879909252,-0.012952492820643377,0.7462859806925786,0.07362477567303893,1,0
